M/Z,Intensity
154.53538,5.8823539
154.7976,5.8784314
155.06004,5.8705882
155.32271,5.8705887
155.5856,5.9098025
155.84871,5.8627461
156.11204,5.8784314
156.37559,5.886274
156.63937,5.8745103
156.90337,5.886274
157.16759,5.8666671
157.43204,5.8705887
157.6967,5.9058814
157.96159,5.8823534
158.2267,5.8745098
158.49204,5.8745112
158.75759,5.9568604
159.02337,5.8862755
159.28937,5.8784314
159.55559,5.8745103
159.82204,5.9058814
160.08871,5.8705897
160.35559,5.9215672
160.62271,5.8823549
160.89004,5.9647035
161.1576,5.9098044
161.42538,5.8745103
161.69338,5.8784319
161.9616,5.9176456
162.23004,5.8823534
162.49871,5.8745108
162.7676,5.9176456
163.03671,5.8784319
163.30605,5.8784309
163.57561,5.8627456
163.84538,5.8666667
164.11539,5.8666667
164.38561,5.8705892
164.65606,5.913726
164.92672,5.9921535
165.19761,5.8862774
